Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin
4045362000990332,4,4,53,62,99,332,120,115,111,4,1,1,,114,110,4,,,,1,,,4,1
4045364000991379,4,4,53,64,99,1379,20,40,39,1,1,1,,31,30,1,8,8,,1,,,4,1
4055001039610001,4,5,50,1,3961,1,4.7,2,1,1,2,1,1,,,,,,,1,,,4,18.6992408188837
4055001039610002,4,5,50,1,3961,2,.5,2,1,1,2,1,1,,,,,,,1,,,4,5.33920112554469
4055001039610003,4,5,50,1,3961,3,.5,2,1,1,2,1,1,,,,,,,1,,,4,9.89445241127008
4055001039610004,4,5,50,1,3961,4,6.35,2,1,1,2,1,1,,,,,,,1,,,4,3.73811665581942
4055001039610005,4,5,50,1,3961,5,.3,1,1,,1,1,,,,,,,,1,,,4,22.8200223793818
4055001039610006,4,5,50,1,3961,6,1,3,1,2,3,1,2,,,,,,,1,,,4,11.0815329499875
4055001039610007,4,5,50,1,3961,7,6,28,20,8,5,3,2,3,1,2,20,16,4,1,,,4,5.88722871153824
4055001039610008,4,5,50,1,3961,8,5,5,4,1,1,1,,,,,4,3,1,1,,,4,3.79485645865223
4055001039610009,4,5,50,1,3961,9,2.55,3,1,2,3,1,2,,,,,,,1,,,4,23.5679950188272
4055001039610010,4,5,50,1,3961,10,.6,2,,2,2,,2,,,,,,,1,,,4,113.944853642043
4055001039610011,4,5,50,1,3961,11,4,2,1,1,2,1,1,,,,,,,1,,,4,48.5976527745882
4055001039610013,4,5,50,1,3961,13,3,3,2,1,3,2,1,,,,,,,1,,,4,8.82598750430247
4055001039610014,4,5,50,1,3961,14,.25,2,1,1,2,1,1,,,,,,,1,,,4,97.578285977596
4055001039610015,4,5,50,1,3961,15,7,2,1,1,2,1,1,,,,,,,1,,,4,.57063082057873
4055001046200001,4,5,50,1,4620,1,4.5,1,1,,1,1,,,,,,,,1,,,4,1.75927058720943
4055001046200002,4,5,50,1,4620,2,4,4,2,2,4,2,2,,,,,,,1,,,4,15.9138327371802
4055001046200003,4,5,50,1,4620,3,3,1,1,,1,1,,,,,,,,1,,,4,26.7772629098674
4055001046200004,4,5,50,1,4620,4,5.5,1,1,,1,1,,,,,,,,1,,,4,56.5824992560101
4055001046200005,4,5,50,1,4620,5,6.75,4,4,,4,4,,,,,,,,1,,,4,14.1709962736017
4055001050200001,4,5,50,1,5020,1,5,2,1,1,2,1,1,,,,,,,1,,,4,9.87826660055571
4055001050200002,4,5,50,1,5020,2,.12,1,1,,1,1,,,,,,,,1,,,4,18.8567742984978
4055001050200003,4,5,50,1,5020,3,.25,1,,1,1,,1,,,,,,,1,,,4,41.6073387512303
4055001050200005,4,5,50,1,5020,5,.5,1,1,,1,1,,,,,,,,1,,,4,79.9372089509058
4055001050200007,4,5,50,1,5020,7,3.75,31,21,10,1,1,,,,,30,20,10,1,,,4,3.25527776104766
4055001050200011,4,5,50,1,5020,11,44,2,,2,2,,2,,,,,,,1,,,4,8.36802472446435
4055001050200012,4,5,50,1,5020,12,.25,1,1,,1,1,,,,,,,,1,,,4,85.1402008195527
4055001050200013,4,5,50,1,5020,13,1.5,1,1,,1,1,,,,,,,,1,,,4,.291056750812213
4055001059130001,4,5,50,1,5913,1,20,11,9,2,1,1,,,,,10,8,2,1,,,4,29.1702651698905
4055001065750001,4,5,50,1,6575,1,12,3,3,,1,1,,,,,2,2,,1,,,4,21.2033073958323
4055001065750002,4,5,50,1,6575,2,11,1,,1,1,,1,,,,,,,1,,,4,4.06487213451861
4055001065750003,4,5,50,1,6575,3,1,5,3,2,5,3,2,,,,,,,1,,,4,2.21286114583051
4055001065750004,4,5,50,1,6575,4,1,2,1,1,2,1,1,,,,,,,1,,,4,82.6479208224776
4055001065750005,4,5,50,1,6575,5,12,3,2,1,1,1,,2,1,1,,,,1,,,4,16.6159365999627
4055001070420002,4,5,50,1,7042,2,3.8,1,1,,1,1,,,,,,,,1,,,4,1.33468772863457
4055001070420003,4,5,50,1,7042,3,1.91,3,1,2,3,1,2,,,,,,,1,,,4,77.4250046572185
4055001070420004,4,5,50,1,7042,4,3,1,1,,1,1,,,,,,,,1,,,4,49.5722485870731
4055001070420005,4,5,50,1,7042,5,32,1,1,,1,1,,,,,,,,1,,,4,2.58122138659783
4055001073900001,4,5,50,1,7390,1,1,9,6,3,1,1,,,,,8,5,3,1,,,4,35.3920078203491
4055001073900002,4,5,50,1,7390,2,3.5,18,9,9,10,5,5,,,,8,4,4,1,,,4,37.7731715391553
4055001073900003,4,5,50,1,7390,3,2,19,11,8,1,1,,,,,18,10,8,1,,,4,118.894839938822
4055001073900004,4,5,50,1,7390,4,2,25,18,7,5,3,2,,,,20,15,5,1,,,4,3.24901358197125
4055001073900005,4,5,50,1,7390,5,6,11,7,4,1,1,,,,,10,6,4,1,,,4,5.82883244309604
4055001073900006,4,5,50,1,7390,6,1,9,5,4,1,1,,,,,8,4,4,1,,,4,39.7812592998251
4055001073900007,4,5,50,1,7390,7,4.5,15,11,4,5,3,2,,,,10,8,2,1,,,4,20.8203610162699
4055001079610001,4,5,50,1,7961,1,1,6,2,4,6,2,4,,,,,,,1,,,4,17.4081748842776
4055001079610002,4,5,50,1,7961,2,.6,3,1,2,3,1,2,,,,,,,1,,,4,57.7436929792902
4055001079610003,4,5,50,1,7961,3,2.25,2,2,,2,2,,,,,,,,1,,,4,37.4232251892515
4055001079610004,4,5,50,1,7961,4,3,3,2,1,3,2,1,,,,,,,1,,,4,43.5034023963728
4055001079610005,4,5,50,1,7961,5,8,2,1,1,1,1,,1,,1,,,,1,,,4,7.15294267069708
4055001079610007,4,5,50,1,7961,7,5,1,1,,1,1,,,,,,,,1,,,4,12.6396197578307
4055001079790001,4,5,50,1,7979,1,22,83,62,21,1,1,,2,1,1,80,60,20,1,,,4,11.2265257238472
4055001079790002,4,5,50,1,7979,2,20,85,63,22,5,3,2,,,,80,60,20,1,,,4,16.8210868736217
4055003003780004,4,5,50,3,378,4,4,1,1,,1,1,,,,,,,,1,,,4,31.5923241396846
4055003003780005,4,5,50,3,378,5,.7,1,1,,1,1,,,,,,,,1,,,4,9.41833334029108
4055003003780007,4,5,50,3,378,7,1.8,1,1,,1,1,,,,,,,,1,,,4,11.527450892266
4055003003780009,4,5,50,3,378,9,1.5,1,,1,1,,1,,,,,,,1,,,4,43.423646992995
4055003003780010,4,5,50,3,378,10,4,11,9,2,1,1,,,,,10,8,2,1,,,4,41.9449212903314
4055003003780011,4,5,50,3,378,11,8,1,1,,1,1,,,,,,,,1,,,4,37.8958324854513
4055003003780013,4,5,50,3,378,13,11,11,9,2,1,1,,,,,10,8,2,1,,,4,7.3225814570378
4055003003780014,4,5,50,3,378,14,7.5,12,7,5,2,1,1,,,,10,6,4,1,,,4,24.1731393589596
4055003003780016,4,5,50,3,378,16,3,1,1,,1,1,,,,,,,,1,,,4,23.7330843551341
4055003003780017,4,5,50,3,378,17,1,1,1,,1,1,,,,,,,,1,,,4,54.9171132974734
4055003003780018,4,5,50,3,378,18,10.88,1,1,,1,1,,,,,,,,1,,,4,25.5674764251029
4055003003780019,4,5,50,3,378,19,2,1,1,,1,1,,,,,,,,1,,,4,180.091820910757
4055003003780020,4,5,50,3,378,20,5,1,1,,1,1,,,,,,,,1,,,4,.576397754414636
4055003003780021,4,5,50,3,378,21,.5,3,2,1,3,2,1,,,,,,,1,,,4,3.93031766724764
4055003003780023,4,5,50,3,378,23,.75,2,1,1,2,1,1,,,,,,,1,,,4,25.4142566495239
4055003003780025,4,5,50,3,378,25,10,1,1,,1,1,,,,,,,,1,,,4,76.8434748143283
4055003003780026,4,5,50,3,378,26,4,81,51,30,1,1,,,,,80,50,30,1,,,4,62.5198010615817
4055003003780027,4,5,50,3,378,27,12,3,2,1,1,1,,2,1,1,,,,1,,,4,37.8584218365635
4055003003780028,4,5,50,3,378,28,3,1,1,,1,1,,,,,,,,1,,,4,40.1538073100115
4055003003780029,4,5,50,3,378,29,6,9,6,3,4,2,2,,,,5,4,1,1,,,4,38.7412646078187
4055003003780030,4,5,50,3,378,30,1.25,1,1,,1,1,,,,,,,,1,,,4,119.129086759206
4055003003780031,4,5,50,3,378,31,2.8,1,1,,1,1,,,,,,,,1,,,4,100.117513972877
4055003003780032,4,5,50,3,378,32,.35,1,1,,1,1,,,,,,,,1,,,4,23.547607422371
4055003003780034,4,5,50,3,378,34,.4,3,2,1,3,2,1,,,,,,,1,,,4,28.7346230482207
4055003003780035,4,5,50,3,378,35,.25,7,4,3,1,1,,,,,6,3,3,1,,,4,39.4842770884838
4055003003780036,4,5,50,3,378,36,17,3,2,1,1,1,,2,1,1,,,,1,,,4,3.84449844174389
4055003003780038,4,5,50,3,378,38,7.23,1,1,,1,1,,,,,,,,1,,,4,11.0408368131153
4055003003780039,4,5,50,3,378,39,1.5,2,1,1,2,1,1,,,,,,,1,,,4,57.6441581061174
4055004000740001,4,5,50,4,74,1,34,2,2,,1,1,,1,1,,,,,1,,,4,16.23213021246
4055004000740002,4,5,50,4,74,2,10.51,3,2,1,3,2,1,,,,,,,1,,,4,7.90418215555271
4055004000740003,4,5,50,4,74,3,46,6,5,1,3,3,,3,2,1,,,,1,,,4,11.7098165686815
4055004000740004,4,5,50,4,74,4,3.5,2,1,1,2,1,1,,,,,,,1,,,4,8.06442493326764
4055004000740005,4,5,50,4,74,5,13,2,2,,2,2,,,,,,,,1,,,4,3.76032195927217
4055004000740006,4,5,50,4,74,6,22,2,2,,1,1,,1,1,,,,,1,,,4,23.5151685572298
4055004000740007,4,5,50,4,74,7,12,2,2,,1,1,,1,1,,,,,1,,,4,17.2342190068967
4055004000740008,4,5,50,4,74,8,202,1,1,,1,1,,,,,,,,1,,,4,5.77359475771723
4055101048220001,4,5,51,1,4822,1,.25,1,,1,1,,1,,,,,,,1,,,4,4.87915419366632
4055101048220003,4,5,51,1,4822,3,1,18,16,2,1,1,,,,,17,15,2,1,,,4,20.3775647827106
4055101048220005,4,5,51,1,4822,5,2,14,14,,2,2,,,,,12,12,,1,,,4,45.3576620775222
4055101048220006,4,5,51,1,4822,6,14,3,3,,1,1,,,,,2,2,,1,,,4,11.1274167334616
4055101048220007,4,5,51,1,4822,7,3.5,1,1,,1,1,,,,,,,,1,,,4,7.93415424858867
4055101062300001,4,5,51,1,6230,1,100,102,102,,2,2,,,,,100,100,,1,,,4,5.83405303397294
4055201031770001,4,5,52,1,3177,1,50,3,2,1,1,1,,2,1,1,,,,1,,,4,7.7693412988968
4055201031770002,4,5,52,1,3177,2,40,6,3,3,2,1,1,2,1,1,2,1,1,1,,,4,2.77416191833347
4055201031770003,4,5,52,1,3177,3,.06,1,1,,1,1,,,,,,,,1,,,4,225.886119251072
4055201041450001,4,5,52,1,4145,1,80,5,4,1,2,2,,3,2,1,,,,1,,,4,3.18591731898457
4055201041450002,4,5,52,1,4145,2,200,5,3,2,1,1,,4,2,2,,,,1,,,4,.720865109217698
4055201041450003,4,5,52,1,4145,3,85,8,7,1,1,1,,3,2,1,4,4,,1,,,4,2.05562741193162
4055201042780001,4,5,52,1,4278,1,80,5,4,1,2,2,,3,2,1,,,,1,,,4,1.33671773480442
4055201042780002,4,5,52,1,4278,2,200,5,3,2,1,1,,4,2,2,,,,1,,,4,.416831132191707
4055201042780003,4,5,52,1,4278,3,85,8,7,1,1,1,,3,2,1,4,4,,1,,,4,2.16964101162174
4055201042780004,4,5,52,1,4278,4,112,21,18,3,2,1,1,4,2,2,15,15,,1,,,4,1.76510643279891
4055201046410001,4,5,52,1,4641,1,300,15,9,6,3,2,1,12,7,5,,,,1,,,4,1.78115085228419
4055201046410002,4,5,52,1,4641,2,16,303,152,151,1,1,,2,1,1,300,150,150,1,,,4,.980542854740773
4055301054680001,4,5,53,1,5468,1,100,6,4,2,4,2,2,2,2,,,,,1,,,4,5.83321998797063
4055301064080001,4,5,53,1,6408,1,2,1,1,,1,1,,,,,,,,1,,,4,6.19778116776707
4055301064080002,4,5,53,1,6408,2,1,2,1,1,2,1,1,,,,,,,1,,,4,44.7519127586276
4055301064080003,4,5,53,1,6408,3,1,2,1,1,2,1,1,,,,,,,1,,,4,62.2713393487622
4055301064080004,4,5,53,1,6408,4,3,15,8,7,5,3,2,,,,10,5,5,1,,,4,2.3801772113173
4055301064080005,4,5,53,1,6408,5,4,9,7,2,1,1,,,,,8,6,2,1,,,4,2.98051808087134
4055301064080006,4,5,53,1,6408,6,1,6,3,3,3,1,2,,,,3,2,1,1,,,4,39.2469986751151
4055301064080007,4,5,53,1,6408,7,1.6,1,1,,1,1,,,,,,,,1,,,4,.342402326311967
4055301064080008,4,5,53,1,6408,8,6,13,10,3,3,2,1,,,,10,8,2,1,,,4,13.0839412370474
4055301064080009,4,5,53,1,6408,9,4,14,12,2,4,2,2,,,,10,10,,1,,,4,25.3163159070495
4055301064080010,4,5,53,1,6408,10,5.5,11,6,5,1,1,,,,,10,5,5,1,,,4,17.9698999622705
4055301066190001,4,5,53,1,6619,1,7,2,1,1,2,1,1,,,,,,,1,,,4,23.4101899396396
4055301066190002,4,5,53,1,6619,2,144,3,2,1,3,2,1,,,,,,,1,,,4,.0203006493181611
4055301066190003,4,5,53,1,6619,3,10,10,5,5,10,5,5,,,,,,,1,,,4,3.55341332622214
4055301066190004,4,5,53,1,6619,4,6.25,3,2,1,3,2,1,,,,,,,1,,,4,15.9746294054409
4055301066190005,4,5,53,1,6619,5,3.5,3,2,1,3,2,1,,,,,,,1,,,4,11.0889087452882
4055301066190006,4,5,53,1,6619,6,5.5,2,1,1,2,1,1,,,,,,,1,,,4,33.86190462122
4055301066190007,4,5,53,1,6619,7,3,2,1,1,2,1,1,,,,,,,1,,,4,13.6938064272956
4055304000790001,4,5,53,4,79,1,47,119,118,1,2,1,1,,,,117,117,,1,,,4,16.7594347754963
4055304000790002,4,5,53,4,79,2,144,3,2,1,3,2,1,,,,,,,1,,,4,5.87805668393152
4055304000790003,4,5,53,4,79,3,445,159,79,80,3,1,2,,,,156,78,78,1,,,4,7.87441561068551
4055401059080001,4,5,54,1,5908,1,500,2,1,1,,,,2,1,1,,,,1,,,4,.642038625184064
4055401059080002,4,5,54,1,5908,2,20,1,1,,1,1,,,,,,,,1,,,4,4.27152310434309
4055401059080003,4,5,54,1,5908,3,50,703,602,101,1,1,,2,1,1,700,600,100,1,,,4,2.49070392000443
4055401059080004,4,5,54,1,5908,4,7.75,3,2,1,1,1,,2,1,1,,,,1,,,4,6.47015781393567
4055401059080005,4,5,54,1,5908,5,8,3,2,1,1,1,,2,1,1,,,,1,,,4,.284576207581305
4055401076190001,4,5,54,1,7619,1,176,10,7,3,6,3,3,,,,4,4,,1,,,4,0
4055401076190002,4,5,54,1,7619,2,120,2,2,,2,2,,,,,,,,1,,,4,1.40579381044078
4055401077640001,4,5,54,1,7764,1,176,10,7,3,6,3,3,,,,4,4,,1,,,4,0
4055401085010001,4,5,54,1,8501,1,1,2,1,1,2,1,1,,,,,,,1,,,4,34.8768941728258
4055401085010002,4,5,54,1,8501,2,3,5,3,2,1,1,,,,,4,2,2,1,,,4,57.4295764769492
4055401085010004,4,5,54,1,8501,4,2.23,2,1,1,2,1,1,,,,,,,1,,,4,83.6924278863008
4055401085010005,4,5,54,1,8501,5,2,16,16,,1,1,,,,,15,15,,1,,,4,15.1579214476661
4055401086320001,4,5,54,1,8632,1,2.5,16,16,,1,1,,,,,15,15,,1,,,4,7.48689383149226
4055401086320002,4,5,54,1,8632,2,7,13,12,1,3,2,1,,,,10,10,,1,,,4,9.63753348110365
4055401086320004,4,5,54,1,8632,4,7,1,,1,1,,1,,,,,,,1,,,4,27.0527895983476
4055401087410002,4,5,54,1,8741,2,2.5,1,1,,1,1,,,,,,,,1,,,4,74.124915276254
4055401087410003,4,5,54,1,8741,3,3,3,2,1,1,1,,2,1,1,,,,1,,,4,14.9374064952448
4055401087410004,4,5,54,1,8741,4,3,9,9,,1,1,,,,,8,8,,1,,,4,37.8882950518468
4055401087410005,4,5,54,1,8741,5,3,11,11,,1,1,,,,,10,10,,1,,,4,8.10052304645336
4055401088760001,4,5,54,1,8876,1,2,1,1,,1,1,,,,,,,,1,,,4,34.953992865256
4055401088760002,4,5,54,1,8876,2,1,1,1,,1,1,,,,,,,,1,,,4,64.7839406197424
4055401088760003,4,5,54,1,8876,3,3.8,1,1,,1,1,,,,,,,,1,,,4,6.25077679360056
4055401088760004,4,5,54,1,8876,4,.1,1,1,,1,1,,,,,,,,1,,,4,131.17608996467
4055401088760005,4,5,54,1,8876,5,2,1,1,,1,1,,,,,,,,1,,,4,15.1729212397144
4055401088760006,4,5,54,1,8876,6,6,1,1,,1,1,,,,,,,,1,,,4,23.7504846157755
4055401088760007,4,5,54,1,8876,7,6,1,1,,1,1,,,,,,,,1,,,4,16.0849707606
4055401088760008,4,5,54,1,8876,8,1.5,1,1,,1,1,,,,,,,,1,,,4,12.298455834229
4055401088760009,4,5,54,1,8876,9,3,2,1,1,2,1,1,,,,,,,1,,,4,37.3294025299638
4055401091320001,4,5,54,1,9132,1,400,2,1,1,2,1,1,,,,,,,1,,,4,1.45851325849388
4055403003510001,4,5,54,3,351,1,380,4,3,1,2,1,1,,,,2,2,,1,,,4,6.75691782838675
4055403003510002,4,5,54,3,351,2,15,2,2,,2,2,,,,,,,,1,,,4,16.8896524218069
4055403003510003,4,5,54,3,351,3,6.09,2,2,,2,2,,,,,,,,1,,,4,36.1799923633375
4055403003510005,4,5,54,3,351,5,88,2,2,,2,2,,,,,,,,1,,,4,22.162022772842
4055463000993695,4,5,54,63,99,3695,176,10,7,3,6,3,3,,,,4,4,,1,,,4,1
4065001025490001,4,6,50,1,2549,1,25,93,46,47,3,1,2,,,,90,45,45,1,,,4,.0379194749830022
4065001025490002,4,6,50,1,2549,2,1.01,2,1,1,2,1,1,,,,,,,1,,,4,17.7684422134312
4065001025490003,4,6,50,1,2549,3,2,1,1,,1,1,,,,,,,,1,,,4,47.9069195524215
4065001025490004,4,6,50,1,2549,4,2.1,2,1,1,2,1,1,,,,,,,1,,,4,25.268184233313
4065001025490005,4,6,50,1,2549,5,4,5,1,4,5,1,4,,,,,,,1,,,4,8.87840870690331
4065001025490006,4,6,50,1,2549,6,5.5,3,1,2,3,1,2,,,,,,,1,,,4,19.6030220104182
4065001025490007,4,6,50,1,2549,7,4,4,2,2,4,2,2,,,,,,,1,,,4,41.8762524876496
4065001025490008,4,6,50,1,2549,8,11,7,7,,5,5,,2,2,,,,,1,,,4,8.25641287909587
4065001029060001,4,6,50,1,2906,1,17,2,1,1,2,1,1,,,,,,,1,,,4,12.2598635810099
4065001029060002,4,6,50,1,2906,2,3,4,2,2,4,2,2,,,,,,,1,,,4,28.3476421667692
4065001029060003,4,6,50,1,2906,3,5,1,1,,1,1,,,,,,,,1,,,4,39.3870432678025
4065001029060004,4,6,50,1,2906,4,3,5,2,3,5,2,3,,,,,,,1,,,4,14.2998985382268
4065001029060005,4,6,50,1,2906,5,8,6,2,4,6,2,4,,,,,,,1,,,4,.505065414389851
4065001052830001,4,6,50,1,5283,1,3,2,1,1,2,1,1,,,,,,,1,,,4,5.33869505639842
4065001052830002,4,6,50,1,5283,2,7,3,3,,3,3,,,,,,,,1,,,4,10.1190789624808
4065001052830003,4,6,50,1,5283,3,4.5,2,1,1,2,1,1,,,,,,,1,,,4,15.1163340340824
4065001052830004,4,6,50,1,5283,4,6,2,1,1,2,1,1,,,,,,,1,,,4,6.19002634465424
4065001052830005,4,6,50,1,5283,5,10.5,2,1,1,2,1,1,,,,,,,1,,,4,12.524095808401
4065001052830006,4,6,50,1,5283,6,11,2,1,1,2,1,1,,,,,,,1,,,4,7.83813404016001
4065001052830007,4,6,50,1,5283,7,2,2,1,1,2,1,1,,,,,,,1,,,4,68.9391332037585
4065001052830008,4,6,50,1,5283,8,14,2,1,1,2,1,1,,,,,,,1,,,4,.499131225106506
4065001052830009,4,6,50,1,5283,9,200,7,7,,3,3,,4,4,,,,,1,,,4,.0509132406735192
5015001117050001,5,1,50,1,11705,1,3.47,2,2,,2,2,,,,,,,,1,,,4,39.4135312432009
5015001117050002,5,1,50,1,11705,2,4.34,4,2,2,3,1,2,,,,1,1,,1,,,4,22.9435565253895
5015001117050003,5,1,50,1,11705,3,2.15,4,3,1,2,1,1,,,,2,2,,1,,,4,20.3393374429773
5015001117050004,5,1,50,1,11705,4,1,2,1,1,2,1,1,,,,,,,1,,,4,42.2587709278645
5015001117050005,5,1,50,1,11705,5,1.98,3,1,2,1,,1,,,,2,1,1,1,,,4,4.10968893156609
5015001117050006,5,1,50,1,11705,6,2.08,2,1,1,2,1,1,,,,,,,1,,,4,65.641584359064
5015001117050007,5,1,50,1,11705,7,1.3,5,4,1,5,4,1,,,,,,,1,,,4,51.7099852429917
5015001119950001,5,1,50,1,11995,1,.6,3,2,1,3,2,1,,,,,,,1,,,4,57.4921360447435
5015001119950002,5,1,50,1,11995,2,.17,4,3,1,4,3,1,,,,,,,1,,,4,8.20176003610768
5015001119950003,5,1,50,1,11995,3,.3,1,,1,1,,1,,,,,,,1,,,4,15.4158677071073
5015001119950004,5,1,50,1,11995,4,1.48,4,3,1,3,2,1,,,,1,1,,1,,,4,27.6145314570365
5015001119950005,5,1,50,1,11995,5,.65,2,1,1,2,1,1,,,,,,,1,,,4,65.7975056193172
5015001119950006,5,1,50,1,11995,6,.21,3,1,2,3,1,2,,,,,,,1,,,4,57.259326184813
5015001119950007,5,1,50,1,11995,7,9.56,5,3,2,1,,1,3,3,,1,,1,1,,,4,38.9821364298274
5015001119950008,5,1,50,1,11995,8,.15,15,7,8,1,1,,14,6,8,,,,1,,,4,0
5015001120190001,5,1,50,1,12019,1,5.75,19,3,16,2,1,1,,,,17,2,15,1,,,4,5.36529395315945
5015001120190002,5,1,50,1,12019,2,1.75,1,1,,1,1,,,,,,,,1,,,4,63.9854596142466
5015001120190003,5,1,50,1,12019,3,1,1,1,,1,1,,,,,,,,1,,,4,66.2687231349916
5015001120190005,5,1,50,1,12019,5,.54,2,2,,1,1,,1,1,,,,,1,,,4,22.1170070383549
5015001120310001,5,1,50,1,12031,1,8.61,11,4,7,1,1,,,,,10,3,7,1,,,4,64.1840747967052
5015001123070002,5,1,50,1,12307,2,16,16,4,12,1,1,,,,,15,3,12,1,,,4,23.0644244343221
5015001123070003,5,1,50,1,12307,3,1.05,2,1,1,2,1,1,,,,,,,1,,,4,41.6754216562462
5015001123510002,5,1,50,1,12351,2,1.01,4,2,2,4,2,2,,,,,,,1,,,4,15.6549400006398
5015001123510004,5,1,50,1,12351,4,.4,2,1,1,2,1,1,,,,,,,1,,,4,51.3221853085272
5015001123510005,5,1,50,1,12351,5,1.8,3,2,1,1,1,,,,,2,1,1,1,,,4,24.5229635827741
5015001123510006,5,1,50,1,12351,6,.66,6,3,3,6,3,3,,,,,,,1,,,4,53.8237937662773
5015001123510007,5,1,50,1,12351,7,.25,1,1,,1,1,,,,,,,,1,,,4,58.4318718348706
5015001123510008,5,1,50,1,12351,8,.5,2,1,1,2,1,1,,,,,,,1,,,4,36.7769798437166
5015001123510009,5,1,50,1,12351,9,.41,2,1,1,2,1,1,,,,,,,1,,,4,33.0563239389445
5015001123510010,5,1,50,1,12351,10,1.5,3,1,2,1,,1,,,,2,1,1,1,,,4,23.4490860913228
5015001123510011,5,1,50,1,12351,11,1.06,4,1,3,4,1,3,,,,,,,1,,,4,49.5120871179325
5015001123510012,5,1,50,1,12351,12,.18,2,,2,2,,2,,,,,,,1,,,4,73.5083254458991
5015001123510013,5,1,50,1,12351,13,.32,1,,1,1,,1,,,,,,,1,,,4,41.7081857247099
5015001123510014,5,1,50,1,12351,14,.03,1,,1,1,,1,,,,,,,1,,,4,56.6864120552654
5015001123510015,5,1,50,1,12351,15,.01,1,,1,1,,1,,,,,,,1,,,4,162.435815381413
5015001123510016,5,1,50,1,12351,16,2.12,2,,2,2,,2,,,,,,,1,,,4,8.70431844412935
5015001123510017,5,1,50,1,12351,17,1.02,4,2,2,4,2,2,,,,,,,1,,,4,31.2575803791844
5015001123510018,5,1,50,1,12351,18,.72,5,2,3,5,2,3,,,,,,,1,,,4,11.4095987077837
5015001123510019,5,1,50,1,12351,19,1.27,4,2,2,4,2,2,,,,,,,1,,,4,19.8413893305667
5015001123510020,5,1,50,1,12351,20,.31,4,,4,4,,4,,,,,,,1,,,4,44.4729059400768
5015001123510021,5,1,50,1,12351,21,.51,2,1,1,2,1,1,,,,,,,1,,,4,28.7953013059372
5015001123510022,5,1,50,1,12351,22,.4,2,1,1,2,1,1,,,,,,,1,,,4,52.3476643064932
5015001123510023,5,1,50,1,12351,23,.86,4,2,2,4,2,2,,,,,,,1,,,4,21.6370480686464
5015001123510024,5,1,50,1,12351,24,.26,2,1,1,2,1,1,,,,,,,1,,,4,86.360091503683
5015001123510025,5,1,50,1,12351,25,1.01,4,1,3,4,1,3,,,,,,,1,,,4,13.9517632915989
5015001123510026,5,1,50,1,12351,26,1,8,2,6,2,1,1,,,,6,1,5,1,,,4,15.7471586618191
5015001123510027,5,1,50,1,12351,27,.32,1,1,,1,1,,,,,,,,1,,,4,47.1981106812337
5015001123510028,5,1,50,1,12351,28,.7,2,1,1,2,1,1,,,,,,,1,,,4,32.5961902404143
5015001123510029,5,1,50,1,12351,29,.4,1,,1,1,,1,,,,,,,1,,,4,30.7125660709134
5015001123510030,5,1,50,1,12351,30,1,2,1,1,2,1,1,,,,,,,1,,,4,12.0893756931023
5015001123510031,5,1,50,1,12351,31,4.12,7,3,4,3,2,1,,,,4,1,3,1,,,4,1.94612405714047
5015001123510032,5,1,50,1,12351,32,.4,3,1,2,3,1,2,,,,,,,1,,,4,10.9747290083324
5015001123510033,5,1,50,1,12351,33,.7,1,1,,1,1,,,,,,,,1,,,4,7.18688861388304
5015001123510034,5,1,50,1,12351,34,.5,1,1,,1,1,,,,,,,,1,,,4,.512983454868973
5015001123540001,5,1,50,1,12354,1,.4,2,,2,2,,2,,,,,,,1,,,4,8.29537542429551
5015001123540002,5,1,50,1,12354,2,2.54,2,1,1,2,1,1,,,,,,,1,,,4,3.17274799489855
5015001123540003,5,1,50,1,12354,3,.17,1,1,,1,1,,,,,,,,1,,,4,51.3381693774583
5015001123540004,5,1,50,1,12354,4,.5,1,1,,1,1,,,,,,,,1,,,4,16.4838064923642
5015001123540006,5,1,50,1,12354,6,1,2,1,1,2,1,1,,,,,,,1,,,4,33.5607707327946
5015001123540007,5,1,50,1,12354,7,.16,1,,1,1,,1,,,,,,,1,,,4,39.2834500321199
5015001123540008,5,1,50,1,12354,8,.33,1,,1,1,,1,,,,,,,1,,,4,11.3390825437995
5015001123540009,5,1,50,1,12354,9,.93,1,1,,1,1,,,,,,,,1,,,4,62.154513784751
5015001123540010,5,1,50,1,12354,10,.25,1,1,,1,1,,,,,,,,1,,,4,66.2471934239891
5015001123540011,5,1,50,1,12354,11,.09,1,,1,1,,1,,,,,,,1,,,4,88.4205603466394
5015001123540012,5,1,50,1,12354,12,.2,1,1,,1,1,,,,,,,,1,,,4,89.7940056360817
5015001123540013,5,1,50,1,12354,13,.47,3,,3,3,,3,,,,,,,1,,,4,44.4278085182564
5015001123540014,5,1,50,1,12354,14,.5,4,2,2,4,2,2,,,,,,,1,,,4,48.2107594077625
5015001123540015,5,1,50,1,12354,15,.07,1,,1,1,,1,,,,,,,1,,,4,91.5982904652569
5015001123540016,5,1,50,1,12354,16,.05,1,,1,1,,1,,,,,,,1,,,4,140.462158341145
