Identificador;ual_prov;ual_cant;ual_parr;ual_estr;ual_segm;al_ncues;ec19_actafec;ec19_dadinsu;ec19_dconmob;ec19_dtraterre;ec19_dofretrab;ec19_pveprfalt;ec19_pveprausc;ec19_accecred;ec19_recayamag;ec19_recayusgr;ec19_recayugc;ec19_recayugadm;ec19_recayugadp;ec19_recayuong;ec19_recayuotro;ec19_recayudesc
17035101244110005;17;03;51;01;24411;0005;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2; 
14015301033850001;14;01;53;01;03385;0001;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
17015401048900003;17;01;54;01;04890;0003;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
09115404002530004;09;11;54;04;00253;0004;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
17035101247370001;17;03;51;01;24737;0001;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2; 
17085001024540002;17;08;50;01;02454;0002;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2; 
04015001014270001;04;01;50;01;01427;0001;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
03045001037080008;03;04;50;01;03708;0008;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
04055301066190002;04;05;53;01;06619;0002;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2; 
02015901020780002;02;01;59;01;02078;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
21045002035630003;21;04;50;02;03563;0003;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2; 
02055401127440011;02;05;54;01;12744;0011;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2; 
09125002088720013;09;12;50;02;08872;0013;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
11045701159270002;11;04;57;01;15927;0002;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2; 
10065501052800001;10;06;55;01;05280;0001;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2; 
17018101033370002;17;01;81;01;03337;0002;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2; 
02055301145720002;02;05;53;01;14572;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
11105101052080004;11;10;51;01;05208;0004;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
04065001025490001;04;06;50;01;02549;0001;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2; 
02075002001830002;02;07;50;02;00183;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
03015701051640002;03;01;57;01;05164;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
13045002070290011;13;04;50;02;07029;0011;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
21025001006990002;21;02;50;01;00699;0002;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2; 
06075401007900003;06;07;54;01;00790;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17095002001880001;17;09;50;02;00188;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12085002069670021;12;08;50;02;06967;0021;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2; 
05075001012810001;05;07;50;01;01281;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
04065001052830009;04;06;50;01;05283;0009;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
07125102018350003;07;12;51;02;01835;0003;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2; 
12075404000020009;12;07;54;04;00002;0009;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17025201113450002;17;02;52;01;11345;0002;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
08045002144520005;08;04;50;02;14452;0005;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2; 
04015701008500004;04;01;57;01;00850;0004;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2; 
14065501045320007;14;06;55;01;04532;0007;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2; 
01145001047410004;01;14;50;01;04741;0004;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
02025001156360001;02;02;50;01;15636;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
24015302001770001;24;01;53;02;00177;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17017101168940003;17;01;71;01;16894;0003;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2; 
01085202000820001;01;08;52;02;00082;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17017101159230003;17;01;71;01;15923;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17025201121180005;17;02;52;01;12118;0005;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
14015601025320005;14;01;56;01;02532;0005;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
17017601226380003;17;01;76;01;22638;0003;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2; 
17018001064050002;17;01;80;01;06405;0002;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2; 
21035304003070004;21;03;53;04;00307;0004;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
14055001067080002;14;05;50;01;06708;0002;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
09015802157460002;09;01;58;02;15746;0002;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2; 
17017101127800001;17;01;71;01;12780;0001;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
05045701128300003;05;04;57;01;12830;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
24015303001930003;24;01;53;03;00193;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12085002082940005;12;08;50;02;08294;0005;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2; 
23015001081160001;23;01;50;01;08116;0001;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2; 
14095002012170003;14;09;50;02;01217;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12065104000040018;12;06;51;04;00004;0018;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
09095002124040006;09;09;50;02;12404;0006;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
02025004000400001;02;02;50;04;00040;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
06055401176040003;06;05;54;01;17604;0003;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
21015302006990003;21;01;53;02;00699;0003;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2; 
08045002140840008;08;04;50;02;14084;0008;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
08035704002340005;08;03;57;04;00234;0005;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02035001101270004;02;03;50;01;10127;0004;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17035401262150006;17;03;54;01;26215;0006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
01025101231650001;01;02;51;01;23165;0001;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2; 
02016002000280012;02;01;60;02;00028;0012;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
13115102167090004;13;11;51;02;16709;0004;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2; 
06026001125950012;06;02;60;01;12595;0012;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2; 
07105001085300002;07;10;50;01;08530;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
13035102130930012;13;03;51;02;13093;0012;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
11155001174440001;11;15;50;01;17444;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17018501190650002;17;01;85;01;19065;0002;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2; 
10065001070790003;10;06;50;01;07079;0003;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2; 
07035001077620003;07;03;50;01;07762;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
08045301006930002;08;04;53;01;00693;0002;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2; 
09115402134340006;09;11;54;02;13434;0006;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
10035401097600001;10;03;54;01;09760;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12115004000010003;12;11;50;04;00001;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12065104000040035;12;06;51;04;00004;0035;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
09015002131350002;09;01;50;02;13135;0002;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2; 
23015001038300002;23;01;50;01;03830;0002;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2; 
08055402011230003;08;05;54;02;01123;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
10045501121160002;10;04;55;01;12116;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
09205002091330008;09;20;50;02;09133;0008;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17017601240930002;17;01;76;01;24093;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02015101005170004;02;01;51;01;00517;0004;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
13135203020860001;13;13;52;03;02086;0001;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2; 
17015301019230003;17;01;53;01;01923;0003;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
17035101244110004;17;03;51;01;24411;0004;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2; 
23015301120620001;23;01;53;01;12062;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
23015301120340001;23;01;53;01;12034;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
21045302046440002;21;04;53;02;04644;0002;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2; 
02015101008840002;02;01;51;01;00884;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
05035102004090011;05;03;51;02;00409;0011;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12075404000020004;12;07;54;04;00002;0004;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2; 
13115002203160014;13;11;50;02;20316;0014;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
13045103009440004;13;04;51;03;00944;0004;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
23015701122240001;23;01;57;01;12224;0001;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
23025102003970013;23;02;51;02;00397;0013;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17075104000760005;17;07;51;04;00076;0005;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2; 
16016401003520001;16;01;64;01;00352;0001;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
02075002000390012;02;07;50;02;00039;0012;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;EMPRESA RISCO CACAO
13035302045110003;13;03;53;02;04511;0003;1;2;1;1;2;1;1;2;2;2;2;2;2;2;2; 
06075401014900005;06;07;54;01;01490;0005;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
17017101148190002;17;01;71;01;14819;0002;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2; 
02025104000510002;02;02;51;04;00051;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17017801068720001;17;01;78;01;06872;0001;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
12075404000020001;12;07;54;04;00002;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17025001109140005;17;02;50;01;10914;0005;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2; 
12065104000040019;12;06;51;04;00004;0019;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
08055002008260001;08;05;50;02;00826;0001;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2; 
17016801078320001;17;01;68;01;07832;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
10015301008560002;10;01;53;01;00856;0002;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2; 
13035602123690002;13;03;56;02;12369;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
10035202000120005;10;03;52;02;00012;0005;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2; 
10035401095270002;10;03;54;01;09527;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17075001111280004;17;07;50;01;11128;0004;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
17085001074460001;17;08;50;01;07446;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
10035701049750006;10;03;57;01;04975;0006;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
05015901034810008;05;01;59;01;03481;0008;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
06105002000090003;06;10;50;02;00009;0003;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2; 
13145702084650003;13;14;57;02;08465;0003;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2; 
17075001096480001;17;07;50;01;09648;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12065104000040012;12;06;51;04;00004;0012;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12125002059770001;12;12;50;02;05977;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12065104000040020;12;06;51;04;00004;0020;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
05016101061760001;05;01;61;01;06176;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17015301019230002;17;01;53;01;01923;0002;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
21045002032190009;21;04;50;02;03219;0009;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
12045102077630016;12;04;51;02;07763;0016;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
11035001100690001;11;03;50;01;10069;0001;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2; 
21045302045990001;21;04;53;02;04599;0001;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2; 
21045302046470001;21;04;53;02;04647;0001;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2; 
10015601028060001;10;01;56;01;02806;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
10015601029450001;10;01;56;01;02945;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
23015501010800001;23;01;55;01;01080;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17085001010090001;17;08;50;01;01009;0001;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
06035301089070001;06;03;53;01;08907;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
04015004000540001;04;01;50;04;00054;0001;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2; 
17017601233240006;17;01;76;01;23324;0006;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
12065104000040027;12;06;51;04;00004;0027;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2; 
04015601003120003;04;01;56;01;00312;0003;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2; 
01025101231650007;01;02;51;01;23165;0007;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2; 
05025002001150004;05;02;50;02;00115;0004;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
02015501026050002;02;01;55;01;02605;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
06035001072200001;06;03;50;01;07220;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
18025201076640001;18;02;52;01;07664;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
21045302045880001;21;04;53;02;04588;0001;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2; 
11115901014690001;11;11;59;01;01469;0001;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
21045302045230001;21;04;53;02;04523;0001;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2; 
12065104000040011;12;06;51;04;00004;0011;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17035101244110002;17;03;51;01;24411;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12085002087000001;12;08;50;02;08700;0001;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
12075404000020028;12;07;54;04;00002;0028;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
11095401079510002;11;09;54;01;07951;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12085002068860012;12;08;50;02;06886;0012;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12065104000040016;12;06;51;04;00004;0016;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
05055001190580003;05;05;50;01;19058;0003;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2; 
09115102138240018;09;11;51;02;13824;0018;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2; 
04045301072100002;04;04;53;01;07210;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
04035301040040005;04;03;53;01;04004;0005;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2; 
12075404000020036;12;07;54;04;00002;0036;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02015501038270006;02;01;55;01;03827;0006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
05045001180600031;05;04;50;01;18060;0031;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
10035101073900001;10;03;51;01;07390;0001;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2; 
09115002147750012;09;11;50;02;14775;0012;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
13055002053910002;13;05;50;02;05391;0002;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2; 
10065301038170003;10;06;53;01;03817;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12065104000030006;12;06;51;04;00003;0006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02015501038270008;02;01;55;01;03827;0008;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
13225002107660005;13;22;50;02;10766;0005;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2; 
10065101030500002;10;06;51;01;03050;0002;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2; 
13035602123690004;13;03;56;02;12369;0004;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
10055001057600002;10;05;50;01;05760;0002;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
09195102045040009;09;19;51;02;04504;0009;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
10065001067680004;10;06;50;01;06768;0004;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2; 
12115001004450002;12;11;50;01;00445;0002;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
10065301038170002;10;06;53;01;03817;0002;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2; 
17035001251820003;17;03;50;01;25182;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
14015601025320019;14;01;56;01;02532;0019;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
17085001058440001;17;08;50;01;05844;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12085002097920016;12;08;50;02;09792;0016;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2; 
13175202041200008;13;17;52;02;04120;0008;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17018001064050001;17;01;80;01;06405;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
09195102045040008;09;19;51;02;04504;0008;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2; 
15075101020840002;15;07;51;01;02084;0002;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
07105101112850001;07;10;51;01;11285;0001;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2; 
01016601052890002;01;01;66;01;05289;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
13175102000230005;13;17;51;02;00023;0005;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
19015201015630013;19;01;52;01;01563;0013;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
04015701020850001;04;01;57;01;02085;0001;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2; 
12065104000040026;12;06;51;04;00004;0026;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
10065201015700001;10;06;52;01;01570;0001;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2; 
06105002000420001;06;10;50;02;00042;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
05015001148860017;05;01;50;01;14886;0017;1;2;2;1;2;1;1;2;2;2;2;2;2;1;2; 
13055002063180002;13;05;50;02;06318;0002;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2; 
07055001047990002;07;05;50;01;04799;0002;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
12065104000030021;12;06;51;04;00003;0021;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
09205002083060005;09;20;50;02;08306;0005;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
11035301077670002;11;03;53;01;07767;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
10035202000360003;10;03;52;02;00036;0003;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2; 
04045001063350001;04;04;50;01;06335;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
04055401059080005;04;05;54;01;05908;0005;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
23015601112560004;23;01;56;01;11256;0004;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02025001158530007;02;02;50;01;15853;0007;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2; 
18085701018520001;18;08;57;01;01852;0001;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
14015601031150002;14;01;56;01;03115;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
06055001169750004;06;05;50;01;16975;0004;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2; 
04055001050200013;04;05;50;01;05020;0013;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17016801077200002;17;01;68;01;07720;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17085001058450001;17;08;50;01;05845;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
09065202067080004;09;06;52;02;06708;0004;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
18095101070090026;18;09;51;01;07009;0026;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
06045001055570002;06;04;50;01;05557;0002;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2; 
12065104000040003;12;06;51;04;00004;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
01035701100530005;01;03;57;01;10053;0005;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
10065401059180003;10;06;54;01;05918;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
18016101039050013;18;01;61;01;03905;0013;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
01015702000720010;01;01;57;02;00072;0010;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2; 
09125002091730002;09;12;50;02;09173;0002;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
05055401177170002;05;05;54;01;17717;0002;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
09205602110030001;09;20;56;02;11003;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
07105101108010001;07;10;51;01;10801;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17045401072480004;17;04;54;01;07248;0004;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
12065104000040023;12;06;51;04;00004;0023;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02075002000390008;02;07;50;02;00039;0008;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
05045001163850007;05;04;50;01;16385;0007;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12105003000610005;12;10;50;03;00061;0005;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
07045104000750012;07;04;51;04;00075;0012;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
05045001178990016;05;04;50;01;17899;0016;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02025004000400009;02;02;50;04;00040;0009;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2; 
17075001140080001;17;07;50;01;14008;0001;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2; 
17016901085640001;17;01;69;01;08564;0001;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2; 
12035002137630006;12;03;50;02;13763;0006;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2; 
10035501073240004;10;03;55;01;07324;0004;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2; 
24015003001590002;24;01;50;03;00159;0002;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2; 
13045202044270002;13;04;52;02;04427;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12065104000040005;12;06;51;04;00004;0005;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17025301026650001;17;02;53;01;02665;0001;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2; 
08055702000130002;08;05;57;02;00013;0002;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2; 
13045202034510003;13;04;52;02;03451;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
14105001055220001;14;10;50;01;05522;0001;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
04025201088420002;04;02;52;01;08842;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
18025204000450002;18;02;52;04;00045;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
06105002000440001;06;10;50;02;00044;0001;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
06015701073720021;06;01;57;01;07372;0021;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2; 
01055001021920003;01;05;50;01;02192;0003;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2; 
10035401095270003;10;03;54;01;09527;0003;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
13115102167090003;13;11;51;02;16709;0003;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2; 
13135502219950001;13;13;55;02;21995;0001;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; 
04055301064080007;04;05;53;01;06408;0007;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2; 
06045001056180001;06;04;50;01;05618;0001;1;1;1;1;2;1;1;1;2;2;2;2;2;2;1;IESS
19025003007430015;19;02;50;03;00743;0015;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
07125304000430005;07;12;53;04;00043;0005;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; 
14095002012170001;14;09;50;02;01217;0001;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2; 
19045001003530001;19;04;50;01;00353;0001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
06035001052900020;06;03;50;01;05290;0020;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2; 
17018101007620002;17;01;81;01;00762;0002;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17015401087800004;17;01;54;01;08780;0004;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
08045002118380005;08;04;50;02;11838;0005;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12085002079610003;12;08;50;02;07961;0003;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2; 
01035701105340022;01;03;57;01;10534;0022;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
